,Latitude,Longitude,,sum paid,jan_r,feb_r,mar_r,apr_r,may_r,jun_r,jul_r,aug_r,sep_r,oct_r,nov_r,dec_r,avg_r,jan_t,feb_t,mar_t,apr_t,may_t,jun_t,jul_t,aug_t,sep_t,oct_t,nov_t,dec_t,WaterBody,SLChange
1627,29.9,-91.5,"(29.9, -91.5)",102943330.2,14.30299252,13.57411003,14.22994315,13.11761084,15.23225405,19.4425914,23.52404747,20.10857828,18.83151826,11.01459854,13.30210325,15.86516854,16.04545969,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1628,29.9,-91.2,"(29.9, -91.2)",102943330.2,14.30299252,13.57411003,14.22994315,13.11761084,15.23225405,19.4425914,23.52404747,20.10857828,18.83151826,11.01459854,13.30210325,15.86516854,16.04545969,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1629,29.9,-91.1,"(29.9, -91.1)",102943330.2,14.30299252,13.57411003,14.22994315,13.11761084,15.23225405,19.4425914,23.52404747,20.10857828,18.83151826,11.01459854,13.30210325,15.86516854,16.04545969,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1630,29.9,-91,"(29.9, -91)",102943330.2,23.43243243,14.57522124,14.03424658,38.81981982,29.75531915,32.94047619,36.3956044,53.93902439,20.83516484,26.06944444,13.21,25.44578313,27.45437805,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1631,29.9,-90.8,"(29.9, -90.8)",102943330.2,23.43243243,14.57522124,14.03424658,38.81981982,29.75531915,32.94047619,36.3956044,53.93902439,20.83516484,26.06944444,13.21,25.44578313,27.45437805,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1632,29.9,-90.7,"(29.9, -90.7)",102943330.2,23.43243243,14.57522124,14.03424658,38.81981982,29.75531915,32.94047619,36.3956044,53.93902439,20.83516484,26.06944444,13.21,25.44578313,27.45437805,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1633,29.9,-90.6,"(29.9, -90.6)",102943330.2,23.43243243,14.57522124,14.03424658,38.81981982,29.75531915,32.94047619,36.3956044,53.93902439,20.83516484,26.06944444,13.21,25.44578313,27.45437805,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1634,29.9,-90.4,"(29.9, -90.4)",102943330.2,23.43243243,14.57522124,14.03424658,38.81981982,29.75531915,32.94047619,36.3956044,53.93902439,20.83516484,26.06944444,13.21,25.44578313,27.45437805,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1635,29.9,-90.3,"(29.9, -90.3)",102943330.2,23.43243243,14.57522124,14.03424658,38.81981982,29.75531915,32.94047619,36.3956044,53.93902439,20.83516484,26.06944444,13.21,25.44578313,27.45437805,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1636,29.9,-90.2,"(29.9, -90.2)",102943330.2,14.99750208,18.02409639,16.8078635,12.6433121,10.66835994,21.07544007,23.77221807,21.78672199,18.33155488,10.48944193,13.0461285,13.08189331,16.2270444,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1637,29.9,-90.1,"(29.9, -90.1)",102943330.2,14.99750208,18.02409639,16.8078635,12.6433121,10.66835994,21.07544007,23.77221807,21.78672199,18.33155488,10.48944193,13.0461285,13.08189331,16.2270444,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1638,29.9,-90,"(29.9, -90)",102943330.2,14.99750208,18.02409639,16.8078635,12.6433121,10.66835994,21.07544007,23.77221807,21.78672199,18.33155488,10.48944193,13.0461285,13.08189331,16.2270444,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1639,29.9,-89.9,"(29.9, -89.9)",102943330.2,14.99750208,18.02409639,16.8078635,12.6433121,10.66835994,21.07544007,23.77221807,21.78672199,18.33155488,10.48944193,13.0461285,13.08189331,16.2270444,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1640,29.9,-89.8,"(29.9, -89.8)",102943330.2,14.99750208,18.02409639,16.8078635,12.6433121,10.66835994,21.07544007,23.77221807,21.78672199,18.33155488,10.48944193,13.0461285,13.08189331,16.2270444,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1641,29.9,-89.7,"(29.9, -89.7)",102943330.2,14.99750208,18.02409639,16.8078635,12.6433121,10.66835994,21.07544007,23.77221807,21.78672199,18.33155488,10.48944193,13.0461285,13.08189331,16.2270444,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1642,29.9,-85.4,"(29.9, -85.4)",102943330.2,14.99750208,18.02409639,16.8078635,12.6433121,10.66835994,21.07544007,23.77221807,21.78672199,18.33155488,10.48944193,13.0461285,13.08189331,16.2270444,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1643,29.9,-85.3,"(29.9, -85.3)",102943330.2,14.99750208,18.02409639,16.8078635,12.6433121,10.66835994,21.07544007,23.77221807,21.78672199,18.33155488,10.48944193,13.0461285,13.08189331,16.2270444,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1644,29.9,-85.2,"(29.9, -85.2)",102943330.2,14.99750208,18.02409639,16.8078635,12.6433121,10.66835994,21.07544007,23.77221807,21.78672199,18.33155488,10.48944193,13.0461285,13.08189331,16.2270444,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1645,29.9,-85.1,"(29.9, -85.1)",102943330.2,14.99750208,18.02409639,16.8078635,12.6433121,10.66835994,21.07544007,23.77221807,21.78672199,18.33155488,10.48944193,13.0461285,13.08189331,16.2270444,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1646,29.9,-84.7,"(29.9, -84.7)",102943330.2,14.67319098,15.83512318,16.92953777,11.2326454,10.72636193,14.64303483,16.93259122,16.50851735,12.62040026,10.05302515,10.01567603,11.270366,13.45337251,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1647,29.9,-84.6,"(29.9, -84.6)",102943330.2,17.10677291,18.70344828,18.54567308,16.54323002,17.00319489,18.51028481,19.70352941,21.82766272,20.06762132,11.39871898,13.25285481,14.69511185,17.27984192,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1648,29.9,-84.5,"(29.9, -84.5)",102943330.2,17.10677291,18.70344828,18.54567308,16.54323002,17.00319489,18.51028481,19.70352941,21.82766272,20.06762132,11.39871898,13.25285481,14.69511185,17.27984192,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1649,29.9,-84.4,"(29.9, -84.4)",102943330.2,17.10677291,18.70344828,18.54567308,16.54323002,17.00319489,18.51028481,19.70352941,21.82766272,20.06762132,11.39871898,13.25285481,14.69511185,17.27984192,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1650,29.9,-84.3,"(29.9, -84.3)",102943330.2,17.10677291,18.70344828,18.54567308,16.54323002,17.00319489,18.51028481,19.70352941,21.82766272,20.06762132,11.39871898,13.25285481,14.69511185,17.27984192,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1651,29.9,-83.7,"(29.9, -83.7)",102943330.2,17.10677291,18.70344828,18.54567308,16.54323002,17.00319489,18.51028481,19.70352941,21.82766272,20.06762132,11.39871898,13.25285481,14.69511185,17.27984192,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1652,29.9,-83.6,"(29.9, -83.6)",102943330.2,11.93270622,11.7382199,13.84620551,9.317630264,11.08780842,22.588453,27.50923873,27.01524602,19.41798216,7.684580934,6.711552091,11.23404255,15.00697215,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1653,29.9,-83.4,"(29.9, -83.4)",102943330.2,11.93270622,11.7382199,13.84620551,9.317630264,11.08780842,22.588453,27.50923873,27.01524602,19.41798216,7.684580934,6.711552091,11.23404255,15.00697215,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1654,29.9,-82.9,"(29.9, -82.9)",102943330.2,11.93270622,11.7382199,13.84620551,9.317630264,11.08780842,22.588453,27.50923873,27.01524602,19.41798216,7.684580934,6.711552091,11.23404255,15.00697215,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1655,29.9,-82.8,"(29.9, -82.8)",102943330.2,11.93270622,11.7382199,13.84620551,9.317630264,11.08780842,22.588453,27.50923873,27.01524602,19.41798216,7.684580934,6.711552091,11.23404255,15.00697215,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1656,29.9,-82.7,"(29.9, -82.7)",102943330.2,11.93270622,11.7382199,13.84620551,9.317630264,11.08780842,22.588453,27.50923873,27.01524602,19.41798216,7.684580934,6.711552091,11.23404255,15.00697215,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1657,29.9,-82.6,"(29.9, -82.6)",102943330.2,11.93270622,11.7382199,13.84620551,9.317630264,11.08780842,22.588453,27.50923873,27.01524602,19.41798216,7.684580934,6.711552091,11.23404255,15.00697215,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1658,29.9,-82.5,"(29.9, -82.5)",102943330.2,11.93270622,11.7382199,13.84620551,9.317630264,11.08780842,22.588453,27.50923873,27.01524602,19.41798216,7.684580934,6.711552091,11.23404255,15.00697215,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1659,29.9,-82.4,"(29.9, -82.4)",102943330.2,11.93270622,11.7382199,13.84620551,9.317630264,11.08780842,22.588453,27.50923873,27.01524602,19.41798216,7.684580934,6.711552091,11.23404255,15.00697215,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,atl,18.47131
1660,29.9,-82.3,"(29.9, -82.3)",102943330.2,11.93270622,11.7382199,13.84620551,9.317630264,11.08780842,22.588453,27.50923873,27.01524602,19.41798216,7.684580934,6.711552091,11.23404255,15.00697215,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,atl,18.47131
1661,29.9,-82.2,"(29.9, -82.2)",102943330.2,11.93270622,11.7382199,13.84620551,9.317630264,11.08780842,22.588453,27.50923873,27.01524602,19.41798216,7.684580934,6.711552091,11.23404255,15.00697215,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,atl,18.47131
1662,29.9,-82.1,"(29.9, -82.1)",102943330.2,8.204951857,10.64849354,11.47925408,7.724730128,9.117121355,16.79671656,14.9833887,16.04019608,22.64990602,13.03271028,7.848541863,7.786624204,12.19271956,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,atl,18.47131
1663,29.9,-81.7,"(29.9, -81.7)",102943330.2,8.204951857,10.64849354,11.47925408,7.724730128,9.117121355,16.79671656,14.9833887,16.04019608,22.64990602,13.03271028,7.848541863,7.786624204,12.19271956,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,atl,18.47131
1664,29.9,-81.6,"(29.9, -81.6)",102943330.2,8.204951857,10.64849354,11.47925408,7.724730128,9.117121355,16.79671656,14.9833887,16.04019608,22.64990602,13.03271028,7.848541863,7.786624204,12.19271956,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,atl,18.47131
1665,29.9,-81.5,"(29.9, -81.5)",102943330.2,8.204951857,10.64849354,11.47925408,7.724730128,9.117121355,16.79671656,14.9833887,16.04019608,22.64990602,13.03271028,7.848541863,7.786624204,12.19271956,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,atl,18.47131
1666,29.9,-81.4,"(29.9, -81.4)",102943330.2,8.204951857,10.64849354,11.47925408,7.724730128,9.117121355,16.79671656,14.9833887,16.04019608,22.64990602,13.03271028,7.848541863,7.786624204,12.19271956,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,atl,18.47131
1667,29.9,-81.3,"(29.9, -81.3)",102943330.2,8.204951857,10.64849354,11.47925408,7.724730128,9.117121355,16.79671656,14.9833887,16.04019608,22.64990602,13.03271028,7.848541863,7.786624204,12.19271956,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,atl,18.47131
1668,30,-99.6,"(30, -99.6)",12790653.06,4.215554489,5.026743576,3.517857143,4.900204708,8.770452358,9.94380905,5.060933661,8.319262494,14.96512821,9.094782192,4.892765521,3.487179487,6.849556074,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1669,30,-99.5,"(30, -99.5)",12790653.06,4.215554489,5.026743576,3.517857143,4.900204708,8.770452358,9.94380905,5.060933661,8.319262494,14.96512821,9.094782192,4.892765521,3.487179487,6.849556074,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1670,30,-99.4,"(30, -99.4)",12790653.06,4.215554489,5.026743576,3.517857143,4.900204708,8.770452358,9.94380905,5.060933661,8.319262494,14.96512821,9.094782192,4.892765521,3.487179487,6.849556074,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1671,30,-99.3,"(30, -99.3)",12790653.06,4.215554489,5.026743576,3.517857143,4.900204708,8.770452358,9.94380905,5.060933661,8.319262494,14.96512821,9.094782192,4.892765521,3.487179487,6.849556074,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1672,30,-99.2,"(30, -99.2)",12790653.06,4.215554489,5.026743576,3.517857143,4.900204708,8.770452358,9.94380905,5.060933661,8.319262494,14.96512821,9.094782192,4.892765521,3.487179487,6.849556074,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1673,30,-99.1,"(30, -99.1)",12790653.06,4.215554489,5.026743576,3.517857143,4.900204708,8.770452358,9.94380905,5.060933661,8.319262494,14.96512821,9.094782192,4.892765521,3.487179487,6.849556074,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1674,30,-99,"(30, -99)",12790653.06,4.215554489,5.026743576,3.517857143,4.900204708,8.770452358,9.94380905,5.060933661,8.319262494,14.96512821,9.094782192,4.892765521,3.487179487,6.849556074,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1675,30,-98.9,"(30, -98.9)",12790653.06,4.215554489,5.026743576,3.517857143,4.900204708,8.770452358,9.94380905,5.060933661,8.319262494,14.96512821,9.094782192,4.892765521,3.487179487,6.849556074,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1676,30,-98.8,"(30, -98.8)",12790653.06,10.45752608,9.51915559,8.257467994,9.360759494,14.14182058,14.31254429,12.40897756,15.53039412,17.045859,14.10851545,11.8954386,10.30291262,12.27844761,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1677,30,-98.7,"(30, -98.7)",12790653.06,10.45752608,9.51915559,8.257467994,9.360759494,14.14182058,14.31254429,12.40897756,15.53039412,17.045859,14.10851545,11.8954386,10.30291262,12.27844761,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1678,30,-98.6,"(30, -98.6)",12790653.06,10.45752608,9.51915559,8.257467994,9.360759494,14.14182058,14.31254429,12.40897756,15.53039412,17.045859,14.10851545,11.8954386,10.30291262,12.27844761,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1679,30,-98.5,"(30, -98.5)",12790653.06,10.45752608,9.51915559,8.257467994,9.360759494,14.14182058,14.31254429,12.40897756,15.53039412,17.045859,14.10851545,11.8954386,10.30291262,12.27844761,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1680,30,-98.4,"(30, -98.4)",12790653.06,10.45752608,9.51915559,8.257467994,9.360759494,14.14182058,14.31254429,12.40897756,15.53039412,17.045859,14.10851545,11.8954386,10.30291262,12.27844761,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1681,30,-98.3,"(30, -98.3)",12790653.06,10.45752608,9.51915559,8.257467994,9.360759494,14.14182058,14.31254429,12.40897756,15.53039412,17.045859,14.10851545,11.8954386,10.30291262,12.27844761,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1682,30,-98.2,"(30, -98.2)",12790653.06,10.45752608,9.51915559,8.257467994,9.360759494,14.14182058,14.31254429,12.40897756,15.53039412,17.045859,14.10851545,11.8954386,10.30291262,12.27844761,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1683,30,-98.1,"(30, -98.1)",12790653.06,10.45752608,9.51915559,8.257467994,9.360759494,14.14182058,14.31254429,12.40897756,15.53039412,17.045859,14.10851545,11.8954386,10.30291262,12.27844761,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1684,30,-98,"(30, -98)",12790653.06,10.45752608,9.51915559,8.257467994,9.360759494,14.14182058,14.31254429,12.40897756,15.53039412,17.045859,14.10851545,11.8954386,10.30291262,12.27844761,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1685,30,-97.9,"(30, -97.9)",12790653.06,10.45752608,9.51915559,8.257467994,9.360759494,14.14182058,14.31254429,12.40897756,15.53039412,17.045859,14.10851545,11.8954386,10.30291262,12.27844761,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1686,30,-97.8,"(30, -97.8)",12790653.06,10.45752608,9.51915559,8.257467994,9.360759494,14.14182058,14.31254429,12.40897756,15.53039412,17.045859,14.10851545,11.8954386,10.30291262,12.27844761,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1687,30,-97.5,"(30, -97.5)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1688,30,-97.4,"(30, -97.4)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1689,30,-97.3,"(30, -97.3)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1690,30,-97.2,"(30, -97.2)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1691,30,-97.1,"(30, -97.1)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1692,30,-96.7,"(30, -96.7)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1693,30,-96.4,"(30, -96.4)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1694,30,-96.3,"(30, -96.3)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1695,30,-96.2,"(30, -96.2)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1696,30,-96.1,"(30, -96.1)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1697,30,-96,"(30, -96)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1698,30,-95.9,"(30, -95.9)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1699,30,-95.8,"(30, -95.8)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
1700,30,-95.7,"(30, -95.7)",12790653.06,10.94324324,10.11800303,9.9943101,10.1821975,15.58004926,14.18108108,10.29542484,13.27827192,13.96197719,16.33152909,12.55163399,10.53141361,12.32909457,51.58759305,55.25172414,61.00045492,66.78047009,74.68945409,80.63542735,82.3705298,82.19636063,78.77277778,69.75165563,60.49491453,54.26323408,gom,24.46701
